key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-411626910,Acceptability of internet-delivered cognitive behavioural therapy and carer inclusion for breast cancer survivors: Thematic findings from interviews,2025,,,Journal of Health Psychology,,30,11,2895-2911,"Akkol-Solakoglu, S. and Hevey, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201947284&doi=10.1177%2F13591053241272243&partnerID=40&md5=10496430f3baf1ba85277378043d242f,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1177/13591053241272243,acceptability;anxiety;breast cancer;caregiver inclusion;cognitive behavioural therapy (CBT);depression;internet-delivered;qualitative methods;adult;aged;anxiety;breast tumor;cancer survivor;caregiver;cognitive behavioral therapy;depression;female;human;Internet;interview;middle aged;patient attitude;procedures;psychology;qualitative research;survivor;therapy;web-based intervention;Adult;Aged;Anxiety;Breast Neoplasms;Cancer Survivors;Caregivers;Cognitive Behavioral Therapy;Depression;Female;Humans;Internet-Based Intervention;Interviews as Topic;Middle Aged;Patient Acceptance of Health Care;Qualitative Research;Survivors,,
rayyan-411626911,Understanding the benefits and psychological burdens of using continuous glucose monitoring for lifestyle change: A mixed-methods cross-sectional study,2025,,,Obesity Research and Clinical Practice,,19,5,417-426,"Richardson, K.M. and Jospe, M.R. and Somerville, J. and Felrice, J. and Schembre, S.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018972405&doi=10.1016%2Fj.orcp.2025.10.003&partnerID=40&md5=d7057430df6cfd2580056439cbc32ccf,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population,wrong study design",10.1016/j.orcp.2025.10.003,"Behavior change;Continuous glucose monitor;Distress;Healthy;Prediabetes;Type 2 diabetes;glucose;insulin;adult;Article;continuous glucose monitoring;controlled study;cross-sectional study;depression;distress syndrome;eating disorder;extraversion;fear;female;health literacy;human;impaired glucose tolerance;insulin dependent diabetes mellitus;lifestyle modification;major clinical study;male;non insulin dependent diabetes mellitus;obesity;personality assessment;personalized nutrition;physical activity;social support;unhappiness;aged;blood;etiology;glucose blood level;lifestyle;mental stress;middle aged;psychology;questionnaire;self-monitoring blood glucose;Adult;Aged;Blood Glucose;Blood Glucose Self-Monitoring;Continuous Glucose Monitoring;Cross-Sectional Studies;Diabetes Mellitus, Type 2;Female;Humans;Life Style;Male;Middle Aged;Obesity;Psychological Distress;Stress, Psychological;Surveys and Questionnaires",,
rayyan-411626912,Parents’ Perceptions of What Health Means for Adolescents with Depression—A Qualitative Study,2025,,,Children,,12,9,,"Persson, S. and Haglund, E. and Mortazavi, R. and Jarbin, H. and Larsson, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017433480&doi=10.3390%2Fchildren12091267&partnerID=40&md5=ca991b9eb3dc7c0906219945fd5a139c,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.3390/children12091267,adolescents;depression;health;parents;phenomenography;adolescent;adolescent depression;adult;Article;controlled study;exercise;family life;female;health;human;interview;male;mental health;mental stress;motivation;nutrition;physical activity;psychologist;randomized controlled trial;sleep;wellbeing,,
rayyan-411626913,"Perceptions of Stress, Well-Being, and Intervention Preferences Among Parents Affected by Major Stressors",2025,,,Healthcare (Switzerland),,13,18,,"Goodrum, N.M. and Nguyen, J.K. and McCollum, D. and Siceloff, E.R. and Tennie, B. and DelMas, S. and Prinz, R.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017408730&doi=10.3390%2Fhealthcare13182366&partnerID=40&md5=b2603b7c8a35e74d87353750272521fb,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.3390/healthcare13182366,child well-being;intervention;mixed methods;parenting;prevention;stress;alcohol consumption;anxiety;Article;autoregulation;awareness;caregiver;child;child health;Child lifestyle behavior;child parent relation;Child social emotional functioning;childhood;coping;depression;emotion regulation;exercise;female;financial stress;health behavior;health care quality;human;interview;lifestyle;major clinical study;male;mental deficiency;mental health;mental stress;mindfulness;needs assessment;parent;Parent psychological well being;parental stress;perception;physiological stress;preschool child;prevalence;Primary Care Posttraumatic Stress Disorder;questionnaire;racism;social exclusion;social support;wellbeing,,
rayyan-411626914,Contributors to Adherence to Exercise Therapy in Non-Specific Chronic Low Back Pain: A Systematic Review of Qualitative and Quantitative Research,2025,,,Journal of Clinical Medicine,,14,17,,"Meuwissen, I. and Vanderstraeten, R. and Roussel, N.A. and Meeus, M. and van Eetvelde, J.S. and Meus, T. and Timmermans, A.A.A. and Verbrugghe, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015975723&doi=10.3390%2Fjcm14176251&partnerID=40&md5=2cfdc2d6731d24891e75a16dab2c5a5c,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.3390/jcm14176251,"adherence;biopsychosocial;chronic low back pain;exercise therapy;healthcare professionals;home-exercise program;psychosocial factors;adult;attitude to health;Beck Depression Inventory;Behavioural Regulation in Exercise Questionnaire;conceptual framework;controlled study;depression;Depression, Anxiety and Stress Scale;environmental factor;Exercise Self Efficacy Questionnaire;female;follow up;GRADE approach;health;health belief;Health Belief Model;health care personnel;Health Locus of Control Questionnaire;Hospital Anxiety and Depression Scale;human;kinesiophobia;kinesiotherapy;locus of control;Low Back Outcome Scale Questionnaire;low back pain;Low Back Rating Scale;male;Medical Subject Headings;Medline;Modified Somatic Perception Questionnaire;non specific chronic low back pain;numeric rating scale;Oswestry Disability Index;outcome assessment;pain assessment;Pain Catastrophizing scale;pain intensity;patient compliance;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;questionnaire;rating scale;Review;Roland Morris disability questionnaire;Scopus;Short Form 36;social psychology;Sports Injury Rehabilitation Beliefs Scale;stigma;systematic review;Tampa scale for kinesiophobia;telerehabilitation;time factor;Treatment Self Regulation Questionnaire;visual analog scale;Web of Science",,
rayyan-411626915,"Self-directed arm-crank exercise to improve volitional control of the trunk in patients with subacute spinal cord injury: a multicentre, parallel-group, randomised controlled trial protocol",2025,,,BMJ Open,,15,8,,"del Rocio Hidalgo Mas, M. and Kearney, J. and Middleton, V. and Chiu, C.-Y. and Duda, J.L. and Nightingale, T.E. and Martinez-Valdes, E. and Ahmed, Z. and Chiou, S.-Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013753748&doi=10.1136%2Fbmjopen-2024-092226&partnerID=40&md5=f42f919afe7c14104fc3aaed074c4d9d,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1136/bmjopen-2024-092226,Clinical Trial;Neurophysiology;Physical Therapy Modalities;Posture;Quality of Life;adult;anxiety;arm crank exercise;Article;controlled study;cortical excitability;depression;exercise;follow up;human;kinematics;leisure;Leisure Time Exercise Questionnaire;major clinical study;motivation;multicenter study;neuropathic pain;physical activity;psychological well-being;quality of life;questionnaire;randomized controlled trial;rehabilitation care;self concept;Short Form 36;sitting;Spinal Cord Independence Measure;spinal cord injury;surface electromyography;thematic analysis;trunk;young adult;arm;daily life activity;female;kinesiotherapy;male;middle aged;multicenter study (topic);neuralgia;pathophysiology;procedures;randomized controlled trial (topic);rehabilitation;Activities of Daily Living;Adult;Arm;Exercise Therapy;Female;Humans;Male;Middle Aged;Multicenter Studies as Topic;Neuralgia;Quality of Life;Randomized Controlled Trials as Topic;Spinal Cord Injuries;Torso,,
rayyan-411626916,Experiences With Complementary and Integrative Health Among People With Rheumatoid Arthritis and Systemic Lupus Erythematosus: A Qualitative Study,2025,,,Journal of Rheumatology,,52,8,758-769,"Patterson, S.L. and Ruvalcaba, D. and Issa, A. and Rai, K. and Katz, P. and Koenig, C.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012985433&doi=10.3899%2Fjrheum.2024-1218&partnerID=40&md5=59a5771dad73fc9bd5c012fcf5ca31c4,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.3899/jrheum.2024-1218,"Key Indexing Terms: complementary and integrative health;lifestyle medicine;qualitative research;rheumatoid arthritis;systemic lupus erythematosus;ascorbic acid;biotin;cannabidiol;disease modifying antirheumatic drug;hydroxychloroquine;melatonin;methotrexate;probiotic agent;adult;alcohol consumption;anxiety;Article;Chinese medicine;clinical article;complementary and integrative health;depression;exercise;female;health;human;male;middle aged;physical activity;physiological stress;rheumatoid arthritis;sleep;systemic lupus erythematosus;aged;alternative medicine;information processing;integrative medicine;lifestyle;qualitative research;therapy;Adult;Aged;Arthritis, Rheumatoid;Complementary Therapies;Female;Focus Groups;Humans;Integrative Medicine;Life Style;Lupus Erythematosus, Systemic;Male;Middle Aged;Qualitative Research",,
rayyan-411626917,Factors affecting compliance in CPAP device usage for obstructive sleep apnea: a mixed-methods study integrating quantitative and qualitative findings,2025,,,Sleep and Breathing,,29,4,,"Firat, S. and Kurutkan, M.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012732128&doi=10.1007%2Fs11325-025-03424-x&partnerID=40&md5=7d9b65fe9c2b3f124034c5031299813e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1007/s11325-025-03424-x,"Continuous positive airway pressure;CPAP adherence;Mixed-methods;Obstructive sleep apnea;adult;air pollution;Article;claustrophobia;clinical trial;comorbidity;continuous positive airway pressure;daytime somnolence;depression;discomfort;earthquake;Epworth sleepiness scale;European Quality of Life 5 Dimensions 5 Level questionnaire;fear;female;health status;human;hypertension;lightning;major clinical study;male;nose obstruction;obstructive sleep apnea;outcome expectation;patient compliance;physical activity;physical discomfort;politics;psychological aspect;psychological care;qualitative analysis;quality of life;quantitative analysis;religion;retrospective study;rural area;self concept;semi structured interview;skin irritation;sleep efficiency;sleep time;Social Cognitive Theory;social psychology;social support;structured questionnaire;visual analog scale;xerostomia;aged;devices;middle aged;psychology;qualitative research;therapy;Adult;Aged;Continuous Positive Airway Pressure;Female;Humans;Male;Middle Aged;Patient Compliance;Qualitative Research;Sleep Apnea, Obstructive",,
rayyan-411626918,A Qualitative Analysis of Patient Experiences Using Semaglutide 2.4 mg for Weight Loss,2025,,,Obesity Science and Practice,,11,4,,"Plenn, E. and Amin, D. and Henry, J. and Leavitt, G. and Walker, J. and Soleymani, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012428545&doi=10.1002%2Fosp4.70085&partnerID=40&md5=958b84342004ddbffdecd289c4cacf89,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong drug,wrong population",10.1002/osp4.70085,GLP-1 receptor agonists;mental health;semaglutide 2.4 mg;weight stigma;cholesterol;hemoglobin A1c;semaglutide;sugar;alcohol consumption;ambivalence;anxiety;Article;blood analysis;blood pressure;body mass;body weight loss;depression;diabetes mellitus;drug dependence;eating disorder;emotional eating;food addiction;health;hopelessness;human;mental health;physical activity;physician;swimming,,
rayyan-411626919,Management of fatigue in gynaecological cancer: A feasibility study of an app-based exercise and mindfulness intervention,2025,,,Gynecologic Oncology Reports,,60,,,"McCloy, K. and Hughes, C. and Dunwoody, L. and Marley, J. and Cleland, I. and Cruciani, F. and Gracey, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011037386&doi=10.1016%2Fj.gore.2025.101807&partnerID=40&md5=eb58b5e57373dade0156b60a71c19e38,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.gore.2025.101807,Cancer;Exercise;Fatigue;Gynaecology;Mindfulness;Quality of life;Sleep;adult;aged;anxiety;Article;cancer fatigue;cancer patient;clinical article;controlled study;depression;disease management;drug therapy;exercise;fatigue;feasibility study;female;female genital tract cancer;Functional Assessment of Cancer Therapy;Functional Assessment of Chronic Illness Therapy Fatigue Scale;Hospital Anxiety and Depression Scale;human;mindfulness-based intervention;mindfulness-based stress reduction;outcome assessment;patient compliance;physical activity;Pittsburgh Sleep Quality Index;quality of life;randomized controlled trial;resistance training;sleep,,
rayyan-411626920,The Effect of Immersion Technology on the Quality of Life in Older Adults: A Systematic Review,2025,,,Aging Medicine,,8,4,324-346,"Sohrabei, S. and Zolfaghari, V. and Ehsanzadeh, S.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009807425&doi=10.1002%2Fagm2.70024&partnerID=40&md5=1d2366e808786cf2813309c023bc3ffc,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1002/agm2.70024,aging;augmented reality;depression;metaverse;stroke;virtual reality;aged;Alzheimer disease;Article;augmented reality;cerebrovascular accident;cognitive defect;cognitive rehabilitation;exercise;female;financial management;health;human;immersion;motivation;motor dysfunction;Parkinson disease;physical activity;physiotherapy;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;psychological well-being;quality of life;self concept;shopping;social media;systematic review;upper limb;virtual reality,,
rayyan-411626922,Barriers to and facilitators for a healthy lifestyle in people with mood and anxiety disorders: a qualitative study preceding the start of a multicomponent lifestyle intervention in secondary care,2025,,,Journal of Affective Disorders Reports,,21,,,"Kik, J.O. and Alma, M.A. and Hofman, M. and Panjer, J.A. and Berger, M.Y. and Burger, H. and Cath, D.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011209689&doi=10.1016%2Fj.jadr.2025.100948&partnerID=40&md5=0dd028848a8e560be619fd80a33da1c5,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Included"", ""Daniel""=>""Included""} | RAYYAN-EXCLUSION-REASONS: wrong outcome",10.1016/j.jadr.2025.100948,Barriers;Depression;Facilitators;Mood disorder;Multicomponent lifestyle intervention;Qualitative;glucose;high density lipoprotein cholesterol;triacylglycerol;adult;aged;agoraphobia;anxiety;anxiety disorder;Article;awareness;barrier contraception;blood pressure;clinical trial (topic);depression;environment;environmental factor;exercise;Facilitator;female;follow up;health behavior;health care personnel;health care system;healthy lifestyle;homelessness;human;human experiment;interview;lifestyle;lifestyle modification;male;mental disease;mental health;mindfulness;mood;mood disorder;motivation;multicomponent lifestyle intervention;musculoskeletal disease;nutrition;obesity;outcome assessment;physical examination;pilot study;psychological well-being;qualitative research;quality of life;questionnaire;secondary health care;semi structured interview;social environment;social support;waist circumference;wellbeing,,
rayyan-411626923,"MovingTogether: a randomised controlled trial of a mental-health-informed, digital health promotion intervention for older adults",2025,,,Age and Ageing,,54,7,,"Mastrogiovanni, C. and Rosenbaum, S. and Delbaere, K. and Tiedemann, A. and Teasdale, S. and Sherrington, C. and Ambrens, M. and Kurt, G. and McKeon, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010263803&doi=10.1093%2Fageing%2Fafaf190&partnerID=40&md5=56591326e2b8df0d6d72916761688d3c,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1093/ageing/afaf190,"distress;falls;mental health;nutrition;older people;physical activity;adult;aerobic exercise;aged;Article;behavior change;Brief Social Resources Questionnaire;controlled study;digital health;distress syndrome;Duke Social Support Index 10;educational status;ehealth literacy;European Quality of Life 5 Dimensions 5 Level questionnaire;falling;female;follow up;health education;health practitioner;health promotion;Healthy Eating Index;healthy lifestyle;human;human experiment;Iconographical Falls Self Efficacy Scale;Incidental and Planned Exercise Questionnaire;intention to treat analysis;loneliness;Lubben Social Network Scale 6;male;mental disease;mental health;mixed anxiety and depression;online questionnaire;physical activity;Physical Activity Enjoyment Scale;Physical Activity Readiness Scale;Physical Activity Vital Sign Questionnaire;physical functioning;qualitative analysis;quality of life;questionnaire;randomized controlled trial;self report;semi structured interview;social capital;social support;suicidal Ideation Attributes Scale;age;diagnosis;exercise;healthy aging;mental stress;middle aged;prevention and control;procedures;psychology;social media;telemedicine;time factor;treatment outcome;very elderly;Age Factors;Aged;Aged, 80 and over;Exercise;Female;Health Promotion;Healthy Aging;Healthy Lifestyle;Humans;Male;Mental Health;Middle Aged;Psychological Distress;Quality of Life;Social Media;Social Support;Stress, Psychological;Telemedicine;Time Factors;Treatment Outcome",,
rayyan-411626924,Patient-reported emotional responses and coping mechanisms in cancer recurrence: a systematic review of qualitative evidence,2025,,,Supportive Care in Cancer,,33,7,,"Fang, J. and Yuan, C. and Suksatit, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008520119&doi=10.1007%2Fs00520-025-09643-y&partnerID=40&md5=916c5314fdea8514e621a085a60bdbdc,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong publication type",10.1007/s00520-025-09643-y,"Cancer recurrence;Coping strategies;Emotional experiences;GRADE-CERQual;Patient-centered care;Qualitative review;adult;aged;alternative medicine;anger;anxiety;avoidance behavior;breast cancer;cancer patient;cancer recurrence;colorectal cancer;coping;counseling;decision making;depression;distress syndrome;emotion;fear;fear of cancer recurrence;female;female genital tract cancer;frustration;glioblastoma;grief;hope;human;information avoidance;information seeking;loneliness;lung cancer;male;middle aged;motivation;ovary cancer;patient experience;physical activity;psychological care;psychological resilience;qualitative analysis;religion;Review;sadness;social isolation;social support;systematic review;thyroid cancer;neoplasm;psychological adjustment;psychology;qualitative research;tumor recurrence;Adaptation, Psychological;Emotions;Humans;Neoplasm Recurrence, Local;Neoplasms;Qualitative Research;Social Support",,
rayyan-411626925,Perceptions of a comprehensive telehealth intervention in patients with persistently poor type 2 diabetes control,2025,,,Journal of Clinical and Translational Science,,9,1,,"German, J. and Eldridge, M.R. and Esteve, L. and Alexopoulos, A.-S. and Drake, C. and Lewinski, A. and Bosworth, H.B. and Edelman, D. and Steinhauser, K. and Crowley, M.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010748280&doi=10.1017%2Fcts.2025.10082&partnerID=40&md5=09deb2fe3b2de4d3eb7af54e67f960bb,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1017/cts.2025.10082,patient perspectives;qualitative research;staff perspectives;telehealth;Type 2 diabetes;glucose;hemoglobin A1c;Article;behavior change;Black person;Caucasian;clinical article;content analysis;controlled study;depression;diabetes control;diabetic patient;diet;encouragement;female;glucose blood level;glycemic control;Hispanic;human;information processing;intervention study;male;medication compliance;medication therapy management;mental health;motivation;non insulin dependent diabetes mellitus;nurse;patient engagement;patient health questionnaire;patient satisfaction;perception;pharmacist;physical activity;problem solving;purposive sample;self care;self monitoring;self-monitoring blood glucose;semi structured interview;telehealth;telemonitoring;work schedule,,
rayyan-411626926,Experiences of cancer-related stigma in Africa: A scoping review,2025,,,International Journal of Cancer,,156,12,2265-2282,"Mwobobia, J.M. and Sardana, S. and Abouelella, D. and Posani, S. and Ledbetter, L. and Graton, M. and Osazuwa-Peters, N. and Knettel, B.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218859378&doi=10.1002%2Fijc.35376&partnerID=40&md5=bb52253dc14f379fbae41331204b6078,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong publication type",10.1002/ijc.35376,"cancer;cancer stigma;LMICs;mental health;stigma;adverse drug reaction;anxiety;awareness;breast cancer;cancer mortality;cancer screening;cancer therapy;conference abstract;depression;drug therapy;education;exercise;health care delivery;health care personnel;health care system;health literacy;intervention study;malignant neoplasm;mental disease;mental health;meta analysis;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;psychological well-being;qualitative research;quality control;quality of life;Review;scoping review;stigma;systematic review;treatment outcome;uterine cervix cancer;Africa;attitude to health;diagnosis;early cancer diagnosis;epidemiology;female;human;neoplasm;psychology;social stigma;Early Detection of Cancer;Female;Health Knowledge, Attitudes, Practice;Humans;Neoplasms;Social Stigma",,
rayyan-411626927,From Idea to Implementation: Development of the Smart-e-Moms App to Reduce Postpartum Depressive Symptoms,2025,,,Geburtshilfe und Frauenheilkunde,,85,8,870-883,"Daehn, D. and Meyer, C. and Böttche, M. and Loew, V. and Pawils, S. and Rudolf, S. and Wabiszczewicz, J. and Will, A. and Renneberg, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008806655&doi=10.1055%2Fa-2553-7247&partnerID=40&md5=14ac8e51737eac4524085a772d449e3f,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population,wrong study design",10.1055/a-2553-7247,app;formative evaluation;postpartum depression;smartphone-based intervention;antidepressant agent;adult;Article;behavior therapy;clinical article;content analysis;controlled study;cost benefit analysis;customer experience;Edinburgh Postnatal Depression Scale;exercise;exhaustion;female;health care access;high socioeconomic status;human;infant;information processing;midwife;mindfulness;mother child relation;physiological stress;postnatal depression;randomized controlled trial;reimbursement;relaxation training;self care;semi structured interview;social status;sociodemographics;thinking;usability;web-based intervention,,
rayyan-411626928,Lived Employment Experiences of Young Adults With Childhood- and Adult-Onset Systemic Lupus Erythematosus: A Multicenter Canadian Qualitative Study,2025,,,Arthritis Care and Research,,77,6,710-719,"Golding, M.A. and Nishat, F. and Merrill, K.A. and Lacaille, D. and Oguzoglu, U. and Protudjer, J.L.P. and Woodgate, R.L. and Stinson, J.N. and Peschken, C. and Touma, Z. and Lim, L.S.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216453600&doi=10.1002%2Facr.25495&partnerID=40&md5=baf56c12c82f145bea13f2654b587f7b,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1002/acr.25495,"adult;anxiety;Article;childhood;clinical article;controlled study;depression;disease activity;employment;exercise;fatigue;female;follow up;health care personnel;health care system;human;male;mental health;multicenter study;outcome assessment;qualitative analysis;qualitative research;quality of life;quantitative analysis;questionnaire;social support;systemic lupus erythematosus;thematic analysis;videorecording;young adult;adolescent;Canada;clinical trial;diagnosis;epidemiology;interview;onset age;psychological adjustment;psychology;Adaptation, Psychological;Adolescent;Adult;Age of Onset;Employment;Female;Humans;Interviews as Topic;Lupus Erythematosus, Systemic;Male;Qualitative Research;Young Adult",,
rayyan-411626929,Effects of an acceptance and commitment-based parenting program for parents of children with autism spectrum disorder on parenting stress and other parent and children health outcomes: A pilot randomized controlled trial,2025,,,Autism,,29,6,1524-1539,"Ni, L.S. and Chien, C. and Lam, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213893174&doi=10.1177%2F13623613241311323&partnerID=40&md5=cc4c91da3e4093b9b724132b7e05cfd6,,,,,"Export Date: 08 January 2026; Cited By: 2 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong publication type",10.1177/13623613241311323,"acceptance and commitment therapy;autism spectrum disorder;emotional and behavioral problems;mental health;parental stress;acceptance and commitment therapy;adult;anxiety;Article;attention deficit hyperactivity disorder;autism;Beck Depression Inventory;caregiver;child;child health;child parent relation;clinical article;clinical practice;clinical trial;cognitive behavioral therapy;depression;developmental disorder;DSM-5;emotion;emotional stress;exercise;face-to-face interview;feasibility study;female;follow up;health care;health outcome;human;information processing;intervention study;interview;learning;Likert scale;male;mental disease;mental health;mother;outcome assessment;parent;parental stress;Patient Health Questionnaire 9;physiological stress;pilot study;problem behavior;psychoeducation;psychotherapy;quality of life;questionnaire;randomized controlled trial;reliability;self care;self concept;self report;semi structured interview;social interaction;stress management;training;videorecording;controlled study;education;mental stress;middle aged;preschool child;procedures;psychology;therapy;Acceptance and Commitment Therapy;Adult;Anxiety;Autism Spectrum Disorder;Child;Child, Preschool;Feasibility Studies;Female;Humans;Male;Middle Aged;Parenting;Parents;Pilot Projects;Self Efficacy;Stress, Psychological",,
rayyan-411626930,The two-edged sword of playing a role in daily life: Social camouflaging among adults on the autism spectrum. A thematic analysis,2025,,,Research in Autism,,124,,,"Pyszkowska, A. and Nowacki, A. and Stefanek, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018025883&doi=10.1016%2Fj.reia.2025.202597&partnerID=40&md5=d40f7b8de9e814ee121ada33c083a733,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.reia.2025.202597,Camouflaging;Identity;Masking;Mimicking;Overload;Self-care;adult;anxiety disorder;Article;autism;clinical practice;compulsion;controlled study;daily life activity;data analysis;depression;embarrassment;executive function;exhaustion;female;human;informed consent;intellectual impairment;interview;major clinical study;male;mental health;neurotypical person;personal experience;physical activity;professional knowledge;psychoeducation;psychologist;psychology;psychotherapist;qualitative research;self care;self evaluation;social behavior;social camouflaging;social competence;social phobia;social support;thematic analysis;video game;wellbeing,,
rayyan-411626931,A qualitative study on the rehabilitation exercise needs of elderly hip arthroplasty patients throughout the entire care continuum from the perspective of cognitive behavioral theory,2025,,,Chinese Journal of General Practice,,23,6,942-945,"Qu, H. and Zhen, Q. and Su, Z. and Cui, L. and Dai, T. and Dou, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015055421&doi=10.16766%2Fj.cnki.issn.1674-4152.004038&partnerID=40&md5=a89ea3e07f0078d695e9658b6e8e16b6,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.16766/j.cnki.issn.1674-4152.004038,Cognitive behavioral therapy;Elderly;Qualitative study;Rehabilitation exercise;Total hip arthroplasty,,
